SampN,As,Au,Cu,Mo,bn_ppm,cp_ppm,cc_ppm,cv_ppm,en_ppm,py_ppm,po_ppm,mb_ppm,ga_ppm,sp_ppm,TS_ppm,Rock,Alteration
79079,269.2,0.02,0.15,11.39,7000,3500,0,0,0,59500,0,0,0,0,70000,QMD,PHY
41947,360,0.13,1.58,13,5000,20000,0,0,0,25000,0,0,0,0,50000,VA,AAA
35579,50,0.08,0.92,5,0,36000,0,0,0,4000,0,0,0,0,40000,VA,PRO
31670,50,0.01,0.01,5,0,3000,0,0,0,27000,0,0,0,0,30000,QMD,PHY
57343,50,0.01,0.01,28,0,1000,0,0,0,9000,0,0,0,0,10000,IGN,AAA
28903,64,0.04,0.18,19,0,1500,0,0,0,28500,0,0,0,0,30000,QMD,PHY
84136,110,0.03,0.52,24,4000,1000,0,0,0,0,0,0,0,0,5000,VA,PRO
53363,50,0.03,1.25,110,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
29997,50,0.01,0.66,52,0,16000,0,0,0,24000,0,0,0,0,40000,VA,IAA
12399,4.9,0.08,0.34,243,0,9000,0,0,0,18900,0,2100,0,0,30000,QMD,PTS
24693,22,0.01,0.01,1.76,0,0,0,0,0,1000,0,0,0,0,1000,FLT,UAL
23977,9.32,0.12,0.12,52.9,0,7000,0,0,0,28000,0,0,0,0,35000,QMD,PHY
78077,24.4,0.03,0.12,4.72,0,0,0,0,0,20000,0,0,0,0,20000,QMD,PRO
62829,50,0.06,1.93,15,0,36000,0,0,0,4000,0,0,0,0,40000,IGN,AAA
12442,3.1,0.03,0.15,3.93,0,4500,0,0,0,10200,0,300,0,0,15000,QMD,PTS
35006,50,0.01,0.99,23,0,28000,0,0,0,12000,0,0,0,0,40000,IGN,IAA
74417,50,0.02,0.99,19,0,10000,0,0,0,40000,0,0,0,0,50000,IGN,AAA
32052,50,0.07,1.3,49,2000,12000,0,0,0,6000,0,0,0,0,20000,VA,PRO
57050,170,0.02,1.12,36,15000,10000,0,0,0,25000,0,0,0,0,50000,IGN,AAA
42290,50,0.01,0.11,5,0,30000,0,0,0,20000,0,0,0,0,50000,IGN,IAA
16008,13.3,0.06,0.11,19.5,0,2000,0,0,0,18000,0,0,0,0,20000,QMD,PHY
83634,50,0.11,1.42,39,0,28000,0,0,0,12000,0,0,0,0,40000,VA,IAA
46839,430,0.01,1.11,195,16000,0,0,0,0,24000,0,0,0,0,40000,IGN,AAA
29458,50,0.03,0.4,60,6000,3000,3000,0,0,18000,0,0,0,0,30000,IGN,AAA
25009,25,0.01,0.19,449,0,10500,0,0,0,19500,0,0,0,0,30000,IGN,PRO
84077,50,0.06,1.06,14,10000,6000,0,0,0,4000,0,0,0,0,20000,VA,PRO
51908,50,0.03,0.95,17,0,24000,0,0,0,6000,0,0,0,0,30000,VA,IAA
78287,73.7,0.05,0.05,8.9,0,0,0,0,0,5000,0,0,0,0,5000,QMD,IAA
37322,50,0.12,0.63,16,0,20000,0,0,0,30000,0,0,0,0,50000,QMD,PHY
37643,50,0.12,0.34,33,0,6000,0,0,0,14000,0,0,0,0,20000,QMD,PHY
12562,8.4,0.07,0.14,13.7,0,4500,0,0,0,10500,0,0,0,0,15000,QMD,PTS
23328,14.4,0.01,0.06,6.41,0,2000,0,0,0,38000,0,0,0,0,40000,IGN,AAA
24512,6.62,0.03,0.06,12.1,0,2000,0,0,0,38000,0,0,0,0,40000,QMD,AAA
35012,50,0.02,1.46,32,0,36000,0,0,0,4000,0,0,0,0,40000,IGN,IAA
54267,230,0.1,0.61,5,0,8000,0,0,0,12000,0,0,0,0,20000,VA,AAA
62828,50,0.06,1.44,15,0,27000,0,0,0,3000,0,0,0,0,30000,IGN,AAA
74377,50,0.14,2.01,22,12000,12000,0,0,0,16000,0,0,0,0,40000,IGN,AAA
42466,50,0.03,0.34,32,0,10000,0,0,0,10000,0,0,0,0,20000,IGN,IAA
23532,69.3,0.48,0.19,17.2,0,450,0,750,150,148500,0,150,0,0,150000,QMD,PHY
30517,50,0.04,0.73,160,0,21000,0,0,0,9000,0,0,0,0,30000,VA,AAA
33417,50,0.65,0.85,65,2000,14000,0,0,0,4000,0,0,0,0,20000,VA,PRO
35108,50,0.06,1.83,78,6000,24000,0,0,0,0,0,0,0,0,30000,VA,IAA
47310,100,0.05,0.35,39,3000,6000,0,0,0,21000,0,0,0,0,30000,VA,AAA
69211,100,0.06,1.28,34,0,16000,0,0,0,24000,0,0,0,0,40000,QMD,PHY
33778,50,0.71,4.72,93,40000,40000,0,0,0,20000,0,0,0,0,100000,VA,PRO
25311,50,0.05,0.6,60,0,24000,0,0,0,16000,0,0,0,0,40000,IGN,AAA
69384,50,0.1,0.81,205,0,2350,0,0,0,21150,0,0,0,0,23500,FLT,PHY
74334,50,0.04,1.57,5,0,15000,0,0,0,35000,0,0,0,0,50000,IGN,IAA
75366,50,0.09,0.91,63,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
12308,20.1,0.76,1.63,127.5,1000,29000,0,0,0,18000,0,2000,0,0,50000,QMD,PHY
32108,50,0.03,0.72,155,3000,18000,0,0,0,9000,0,0,0,0,30000,VA,IAA
50163,50,0.06,0.25,5,0,9000,0,0,0,51000,0,0,0,0,60000,QMD,PHY
28935,61,0.08,0.01,30,0,2500,0,0,0,47500,0,0,0,0,50000,IGN,AAA
34322,50,0.08,0.36,405,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,AAA
33911,270,0.79,0.96,180,0,21000,0,0,0,9000,0,0,0,0,30000,QMD,PHY
44954,50,0.23,0.71,49,0,10000,0,0,0,30000,0,0,0,0,40000,QMD,PHY
75934,120,0.03,2.03,5,0,20000,0,0,0,20000,0,0,0,0,40000,VA,IAA
18144,880,0.04,0.31,8.65,2750,13750,0,0,0,38500,0,0,0,0,55000,QMD,IAA
24644,1321,0.07,0.36,41.7,0,9000,0,0,0,51000,0,0,0,0,60000,IGN,AAA
18462,17.6,0.09,0.37,17.8,0,4500,0,0,0,25500,0,0,0,0,30000,QMD,PHY
86429,50,0.03,0.97,63,5000,5000,0,0,0,0,0,0,0,0,10000,VA,PRO
16334,133,0.13,0.31,140,0,6000,0,0,0,9000,0,0,0,0,15000,FLT,PHY
36749,50,0.04,0.11,17,0,0,0,0,0,30000,0,0,0,0,30000,BIGD,IAA
17985,9.9,0.02,0.07,3.3,0,3000,0,0,0,12000,0,0,0,0,15000,QMD,PHY
82662,160,0.04,1.47,47,21000,9000,0,0,0,0,0,0,0,0,30000,VA,IAA
31226,50,0.06,1.71,33,18000,0,0,0,0,2000,0,0,0,0,20000,VA,IAA
18481,15.2,0.04,0.16,4.19,0,5750,0,0,0,18750,0,500,0,0,25000,QMD,PHY
12132,2.8,0.26,0.38,7.41,0,6000,0,0,0,14000,0,0,0,0,20000,QMD,PTS
30064,50,0.06,0.45,42,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,AAA
65998,50,0.01,0.9,31,4000,4000,0,0,0,32000,0,0,0,0,40000,IGN,AAA
37908,50,0.08,0.56,145,0,12000,0,0,0,18000,0,0,0,0,30000,IGN,AAA
37021,120,0.76,0.26,49,0,9000,0,0,0,21000,0,0,0,0,30000,QMD,PHY
28938,25,0.01,0.04,38,0,5000,0,0,0,45000,0,0,0,0,50000,IGN,AAA
13144,2,0.08,0.38,730,0,12400,0,0,0,6600,0,1000,0,0,20000,QMD,PHY
80391,10.77,0.03,0.18,27.33,0,24000,0,0,0,56000,0,0,0,0,80000,QMD,PHY
57169,50,0.04,0.07,47,0,4000,0,0,0,36000,0,0,0,0,40000,QMD,AAA
41972,50,0.01,0.1,17,0,9000,0,0,0,21000,0,0,0,0,30000,QMD,AAA
39783,50,0.29,1.14,62,12000,16000,0,0,0,12000,0,0,0,0,40000,QMD,PHY
61227,1420,0.03,0.63,27,0,4000,0,0,4000,32000,0,0,0,0,40000,IGN,AAA
49309,50,0.05,1.3,18,0,18000,0,0,0,2000,0,0,0,0,20000,QMD,PHY
54973,50,0.04,1.38,5,0,25000,0,0,0,25000,0,0,0,0,50000,VA,IAA
12866,8,0.04,0.3,172,0,8000,0,0,0,30000,0,2000,0,0,40000,QMD,PHY
69332,560,0.04,0.81,155,14000,10500,0,0,0,10500,0,0,0,0,35000,QMD,AAA
59966,50,0.04,1.02,41,4000,16000,0,0,0,20000,0,0,0,0,40000,VA,PRO
71369,50,0.07,0.38,25,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
28385,1160,0.01,1.07,72,0,2000,0,0,0,18000,0,0,0,0,20000,IGN,AAA
65619,390,0.01,0.32,13,3000,0,0,0,0,27000,0,0,0,0,30000,IGN,AAA
32885,50,0.04,2.13,65,0,28500,0,0,0,1500,0,0,0,0,30000,VA,IAA
12610,5.7,0.02,0.03,0.58,0,0,0,0,0,10000,0,0,0,0,10000,BIGD,PHY
13182,5.3,0.03,0.25,47.6,0,9800,0,0,0,24500,0,700,0,0,35000,QMD,PHY
18164,194.5,0.11,0.78,13.15,9000,15000,0,0,0,36000,0,0,0,0,60000,QMD,IAA
34738,110,0.07,0.19,11,0,8000,0,0,0,32000,0,0,0,0,40000,QMD,AAA
16684,9,0.04,0.11,25.8,0,4000,0,0,0,16000,0,0,0,0,20000,QMD,PHY
46138,50,0.03,0.93,5,0,24000,0,0,0,6000,0,0,0,0,30000,VA,IAA
76310,580,0.04,0.34,115,4000,0,0,0,0,36000,0,0,0,0,40000,IGN,AAA
44550,50,0.01,0.5,60,0,9000,0,0,0,1000,0,0,0,0,10000,VA,PRO
31636,50,0.02,0.38,77,0,5000,0,0,0,5000,0,0,0,0,10000,VA,PRO
29208,50,0.04,1.71,120,10000,6000,0,0,0,4000,0,0,0,0,20000,VA,IAA
32458,50,0.07,0.36,44,0,10800,0,0,0,1200,0,0,0,0,12000,BAD,IAA
44977,50,0.14,0.34,55,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,PHY
79563,152.88,0.08,2.59,63.42,0,0,7500,0,0,142500,0,0,0,0,150000,QMD,AAA
79755,164.4,0.03,0.05,16.74,7500,7500,0,0,0,135000,0,0,0,0,150000,QMD,PRO
49223,50,0.03,0.39,24,0,0,0,0,6000,24000,0,0,0,0,30000,IGN,AAA
82666,50,0.03,1.4,115,12000,28000,0,0,0,0,0,0,0,0,40000,VA,IAA
48500,50,0.04,0.43,155,0,9000,0,0,0,21000,0,0,0,0,30000,QMD,PHY
31643,50,0.04,0.17,29,0,18000,0,0,0,2000,0,0,0,0,20000,VA,PRO
80374,6.91,0.01,0.03,1.35,0,16000,0,0,0,64000,0,0,0,0,80000,QMD,PHY
13870,20.6,0.03,0.21,78,0,6750,0,0,0,38250,0,0,0,0,45000,QMD,AAA
50119,50,0.07,0.48,46,0,15000,0,0,0,15000,0,0,0,0,30000,VA,IAA
24888,58,0.01,0.06,5.81,0,5000,0,0,0,45000,0,0,0,0,50000,QMD,PHY
55100,370,0.06,0.64,33,0,16000,0,0,0,24000,0,0,0,0,40000,QMD,AAA
51555,3050,0.05,1.93,40,0,0,30000,0,0,30000,0,0,0,0,60000,IGN,AAA
12414,4.1,0.02,0.24,5.75,0,2700,0,0,0,6500,0,800,0,0,10000,QMD,PTS
12570,19.1,0.08,0.22,10.35,0,7500,0,0,0,21900,0,600,0,0,30000,QMD,PHY
32497,560,0.06,1.13,120,8000,4000,0,0,0,28000,0,0,0,0,40000,QMD,IAA
64428,50,0.09,0.8,66,4000,24000,0,0,0,12000,0,0,0,0,40000,QMD,PHY
16028,22.9,0.04,0.07,9.33,0,2500,0,0,0,22500,0,0,0,0,25000,QMD,PHY
52908,50,0.04,1.35,5,0,24000,0,0,0,6000,0,0,0,0,30000,VA,PRO
13262,12.7,0.26,0.19,42.7,0,11400,0,0,0,18000,0,600,0,0,30000,QMD,PHY
24126,51.44,0.09,0.32,10.3,0,3000,0,0,0,27000,0,0,0,0,30000,FLT,UAL
86098,310,0.39,1.09,155,0,3000,0,0,0,7000,0,0,0,0,10000,VA,PRO
23738,128,1.63,0.16,41.8,0,2500,0,0,0,22500,0,0,0,0,25000,QMD,PHY
74386,50,0.25,3.13,82,10000,35000,0,0,0,5000,0,0,0,0,50000,IGN,AAA
56381,50,0.13,0.61,110,0,12000,0,0,0,8000,0,0,0,0,20000,QMD,PHY
79786,401,0.02,0.04,12.55,0,0,9000,0,0,1000,0,0,0,0,10000,QMD,PHY
24457,8.38,0.01,0.03,60.2,0,0,0,0,0,7000,0,0,0,0,7000,QMD,AAA
36978,50,0.29,0.84,52,0,15000,0,0,0,15000,0,0,0,0,30000,QMD,PHY
63656,50,0.15,1.23,120,8000,24000,0,0,0,8000,0,0,0,0,40000,QMD,PHY
39043,50,0.11,1.6,19,0,40000,0,0,0,0,0,0,0,0,40000,QMD,PHY
56373,50,0.11,0.48,53,0,8000,0,0,0,12000,0,0,0,0,20000,QMD,PHY
54281,50,0.34,2.23,5,16000,24000,0,0,0,0,0,0,0,0,40000,VA,IAA
35515,220,0.02,1.44,41,15000,0,0,0,0,35000,0,0,0,0,50000,IGN,AAA
80412,8.38,0.02,0.1,19.83,0,14000,0,0,0,56000,0,0,0,0,70000,QMD,PHY
63655,160,0.18,1.28,125,10500,21000,0,0,0,3500,0,0,0,0,35000,QMD,PHY
68895,50,0.05,0.49,100,3000,12000,0,0,0,15000,0,0,0,0,30000,QMD,PHY
79581,15.61,0.01,0.06,147.2,0,0,2000,0,0,98000,0,0,0,0,100000,QMD,AAA
46850,50,0.02,2.57,72,35000,0,0,0,0,35000,0,0,0,0,70000,IGN,AAA
83141,250,0.67,0.58,48,0,18000,0,0,0,22000,0,0,0,0,40000,QMD,PHY
28425,460,0.02,1,17,0,8000,0,0,0,12000,0,0,0,0,20000,VA,AAA
45415,50,0.5,2.82,53,10000,30000,0,0,0,10000,0,0,0,0,50000,QMD,PHY
32952,50,0.03,0.72,17,4000,8000,0,0,0,8000,0,0,0,0,20000,VA,PRO
33226,50,0.14,4.05,5,18000,42000,0,0,0,0,0,0,0,0,60000,QMD,AAA
62997,50,0.03,0.55,79,0,15000,0,0,0,15000,0,0,0,0,30000,QMD,AAA
46170,780,0.39,1.8,56,0,24000,0,0,0,16000,0,0,0,0,40000,QMD,PHY
48059,50,0.02,0.85,215,0,15000,0,0,0,15000,0,0,0,0,30000,IGN,AAA
37190,50,0.03,0.29,26,0,20000,0,0,0,30000,0,0,0,0,50000,IGN,AAA
56858,50,0.02,1.22,5,0,14000,0,0,0,21000,0,0,0,0,35000,VA,IAA
54332,50,0.01,0.6,52,0,28000,0,0,0,12000,0,0,0,0,40000,VA,PRO
18841,15.63,0.19,0.42,7.6,0,8000,0,0,0,72000,0,0,0,0,80000,QMD,PHY
24928,12,0.02,0.09,2.69,0,12000,0,0,0,48000,0,0,0,0,60000,QMD,PHY
13814,3.6,0.04,0.1,13.95,0,6750,0,0,0,38250,0,0,0,0,45000,QMD,AAA
57945,220,0.42,0.83,21,4000,16000,0,0,0,20000,0,0,0,0,40000,QMD,PHY
47202,280,0.01,1.42,33,3000,0,0,0,12000,15000,0,0,0,0,30000,IGN,AAA
49252,50,0.05,0.74,43,0,8000,0,0,8000,24000,0,0,0,0,40000,VA,IAA
80730,5.14,0.01,0.03,50.17,0,1000,0,0,0,9000,0,0,0,0,10000,QMD,PHY
18281,14.3,0.1,0.28,13.05,0,9000,0,0,0,21000,0,0,0,0,30000,HBX,PHY
13358,86.1,0.28,0.24,25.5,0,10500,0,0,0,24500,0,0,0,0,35000,QMD,PHY
33824,50,0.04,0.98,150,0,27000,0,0,0,3000,0,0,0,0,30000,VA,PRO
29909,50,0.02,1.14,23,4000,12000,0,0,0,24000,0,0,0,0,40000,VA,IAA
47296,50,0.05,0.65,30,10000,6000,0,0,0,4000,0,0,0,0,20000,VA,AAA
63750,50,0.14,1,115,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
78969,7.96,0.02,0.09,4.96,0,500,0,0,0,9500,0,0,0,0,10000,QMD,PRO
33835,50,0.03,0.97,81,0,24000,0,0,0,6000,0,0,0,0,30000,VA,PRO
62994,50,0.05,0.41,105,0,15000,0,0,0,15000,0,0,0,0,30000,QMD,AAA
55847,100,0.22,1.24,28,0,30000,0,0,0,0,0,0,0,0,30000,QMD,PHY
50083,400,0.01,1.73,31,21000,0,0,0,0,49000,0,0,0,0,70000,VA,IAA
60801,50,0.18,0.5,180,0,7000,0,0,0,63000,0,0,0,0,70000,VA,AAA
64438,50,0.04,0.49,82,0,24000,0,0,0,6000,0,0,0,0,30000,QMD,PHY
50037,580,0.04,1.41,22,16000,0,0,0,4000,20000,0,0,0,0,40000,IGN,AAA
18046,13.2,0.07,0.05,2.67,0,4500,0,0,0,10500,0,0,0,0,15000,QMD,PHY
30533,50,0.07,0.58,140,0,20000,0,0,0,20000,0,0,0,0,40000,QMD,PHY
86412,50,0.07,0.72,13,10000,6000,0,0,0,4000,0,0,0,0,20000,VA,PRO
37446,50,0.13,0.94,385,0,22000,0,0,0,18000,0,0,0,0,40000,QMD,PHY
16756,28.8,0.15,0.24,9.33,0,4500,0,0,0,5500,0,0,0,0,10000,QMD,PHY
73369,50,0.1,0.76,5,8000,4000,0,0,0,28000,0,0,0,0,40000,QMD,PHY
36195,540,0.02,0.27,100,0,15000,0,0,3000,12000,0,0,0,0,30000,IGN,AAA
72693,50,0.02,1.1,18,4000,20000,0,0,0,16000,0,0,0,0,40000,IGN,IAA
47359,50,0.02,1.07,70,0,28000,0,0,0,12000,0,0,0,0,40000,VA,IAA
75954,120,0.05,1.73,13,0,3500,0,0,0,31500,0,0,0,0,35000,VA,IAA
61338,360,0.05,0.76,44,0,15000,0,0,0,15000,0,0,0,0,30000,QMD,PHY
52971,50,0.02,1.12,31,24000,3000,0,0,0,3000,0,0,0,0,30000,VA,PRO
62931,50,0.15,0.67,130,0,18000,0,0,0,12000,0,0,0,0,30000,IGN,AAA
66098,50,0.01,1.26,38,0,25000,0,0,0,25000,0,0,0,0,50000,VA,AAA
28953,65,0.02,0.05,12,0,9000,0,0,0,21000,0,0,0,0,30000,IGN,IAA
55060,50,0.06,1.44,125,0,35000,0,0,0,15000,0,0,0,0,50000,VA,PRO
42470,50,0.02,0.4,78,0,8000,0,0,0,2000,0,0,0,0,10000,VA,IAA
55602,50,0.07,0.8,300,0,10000,0,0,0,30000,0,0,0,0,40000,IGN,AAA
77950,32.35,0.01,0.02,3.53,0,2000,0,0,0,38000,0,0,0,0,40000,QMD,AAA
24855,329,0.03,0.76,24.6,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,AAA
34785,50,0.02,0.27,125,0,12000,0,0,0,28000,0,0,0,0,40000,QMD,AAA
26986,50,0.03,0.62,92,0,22000,0,0,0,18000,0,0,0,0,40000,VA,IAA
48867,50,0.03,1.34,105,0,24000,0,0,0,6000,0,0,0,0,30000,QMD,IAA
13296,33.3,0.27,0.23,32.1,0,8000,0,0,0,32000,0,0,0,0,40000,QMD,PHY
34137,1100,0.01,1.69,35,0,0,8000,4000,4000,24000,0,0,0,0,40000,IGN,AAA
76295,130,0.01,0.08,5,0,0,0,0,0,40000,0,0,0,0,40000,IGN,AAA
56309,120,0.12,0.83,19,0,27000,0,0,0,3000,0,0,0,0,30000,VA,IAA
78755,54.7,0.6,2.17,32.05,7000,21000,21000,0,0,21000,0,0,0,0,70000,QMD,PHY
45410,50,0.44,3.58,32,15000,25000,0,0,0,10000,0,0,0,0,50000,QMD,PHY
75996,50,0.05,0.33,15,0,14000,0,0,0,21000,0,0,0,0,35000,VA,AAA
37912,50,0.04,0.35,86,0,10000,0,0,0,10000,0,0,0,0,20000,IGN,AAA
30365,50,0.07,2.99,34,0,40000,0,0,0,0,0,0,0,0,40000,VA,AAA
64454,50,0.13,1,45,0,16000,0,0,0,4000,0,0,0,0,20000,QMD,PHY
30295,950,0.01,1.03,46,9000,0,3000,0,0,18000,0,0,0,0,30000,IGN,AAA
80464,503.75,0.02,0.17,40.59,10000,10000,0,0,0,80000,0,0,0,0,100000,QMD,UAL
24612,69,0.02,0.54,11.9,0,0,0,0,0,3000,0,0,0,0,3000,IGN,AAA
61211,510,0.05,0.3,18,0,0,0,0,5000,45000,0,0,0,0,50000,IGN,AAA
32289,240,0.04,1.46,74,9000,6000,0,0,0,15000,0,0,0,0,30000,IGN,AAA
85497,130,0.59,0.56,61,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
45703,490,0.01,0.32,42,0,0,0,0,6000,24000,0,0,0,0,30000,IGN,AAA
74473,1290,0.11,0.7,130,5000,5000,0,0,5000,35000,0,0,0,0,50000,QMD,AAA
36532,50,0.06,1.14,72,0,21000,0,0,0,9000,0,0,0,0,30000,QMD,PHY
80612,7.3,0.01,0.13,9.04,0,14000,0,0,0,56000,0,0,0,0,70000,INTR,PHY
30457,50,0.03,0.86,24,8000,6000,0,0,0,26000,0,0,0,0,40000,VA,IAA
24300,55.5,0.06,0.22,29.2,6000,9000,6000,0,0,39000,0,0,0,0,60000,IGN,AAA
62935,50,0.09,0.41,74,0,15000,0,0,0,15000,0,0,0,0,30000,QMD,AAA
44976,50,0.16,0.36,29,0,9000,0,0,0,21000,0,0,0,0,30000,QMD,PHY
85508,280,0.74,0.53,71,0,12000,0,0,0,18000,0,0,0,0,30000,QMD,PHY
29079,810,0.03,0.97,140,3000,9000,0,0,0,18000,0,0,0,0,30000,IGN,AAA
15595,18.2,0.02,0.2,22.3,0,5250,0,0,0,9750,0,0,0,0,15000,QMD,PRO
51911,50,0.03,0.77,5,0,28000,0,0,0,7000,0,0,0,0,35000,VA,PRO
83134,190,1.07,0.49,60,0,10000,0,0,0,40000,0,0,0,0,50000,QMD,PHY
37625,50,0.12,0.31,18,0,12000,0,0,0,8000,0,0,0,0,20000,QMD,PHY
57630,370,0.16,1.31,86,0,16000,0,0,0,64000,0,0,0,0,80000,VA,AAA
14542,98.3,0.01,0.04,3.89,0,4700,0,0,0,89300,0,0,0,0,94000,IGN,AAA
28645,50,0.04,1.21,120,3000,18000,0,0,0,9000,0,0,0,0,30000,VA,PRO
67068,50,0.07,1.75,17,3000,27000,0,0,0,0,0,0,0,0,30000,VA,IAA
70992,50,0.17,0.53,85,0,21240,0,0,0,2360,0,0,0,0,23600,QMD,PHY
36545,50,0.05,0.95,845,0,16500,1500,0,0,12000,0,0,0,0,30000,QMD,PHY
70943,50,0.17,1.33,63,0,16000,0,0,0,24000,0,0,0,0,40000,QMD,PHY
55077,50,0.08,0.68,86,4000,20000,0,0,0,16000,0,0,0,0,40000,VA,PRO
18051,9.8,0.05,0.05,4.57,0,3000,0,0,0,7000,0,0,0,0,10000,FLT,PHY
18861,45.75,0.15,1.69,17.92,0,9000,0,0,0,51000,0,0,0,0,60000,QMD,PHY
79883,79.24,0.04,0.08,5.57,0,15000,0,0,0,35000,0,0,0,0,50000,QMD,PHY
48012,50,0.04,3.2,16,36000,24000,0,0,0,0,0,0,0,0,60000,IGN,IAA
53015,50,0.03,0.75,30,4000,16000,0,0,0,20000,0,0,0,0,40000,VA,PRO
48467,50,0.01,0.66,370,24000,8000,0,0,0,8000,0,0,0,0,40000,QMD,PRO
62354,50,0.15,0.85,170,0,21000,0,0,0,9000,0,0,0,0,30000,QMD,PHY
80544,484,0.02,0.55,7.95,7500,15000,0,0,0,127500,0,0,0,0,150000,QMD,UAL
23240,113.5,1,3.42,152.5,0,40200,0,0,0,19800,0,0,0,0,60000,QMD,UAL
44903,50,0.07,0.26,12,0,6000,0,0,0,24000,0,0,0,0,30000,QMD,PHY
84115,50,0.92,4.08,150,36000,24000,0,0,0,0,0,0,0,0,60000,QMD,PHY
26939,180,0.01,0.66,105,0,16000,0,0,0,24000,0,0,0,0,40000,IGN,IAA
38550,50,0.05,2.52,5,8000,32000,0,0,0,0,0,0,0,0,40000,VA,IAA
60699,50,0.02,0.02,23,0,0,0,0,0,20000,0,0,0,0,20000,IGN,AAA
76040,170,0.02,0.6,85,0,6000,0,0,0,24000,0,0,0,0,30000,VA,IAA
31939,50,0.03,0.97,5,6000,3000,0,0,0,21000,0,0,0,0,30000,VA,IAA
68362,100,0.08,0.45,59,0,4000,0,0,0,6000,0,0,0,0,10000,VA,IAA
75354,50,0.06,0.99,85,0,16000,0,0,0,24000,0,0,0,0,40000,QMD,PHY
77923,214.5,0.01,0.48,36.6,0,0,9000,0,0,21000,0,0,0,0,30000,QMD,AAA
45417,50,0.16,1.23,55,0,15000,0,0,0,35000,0,0,0,0,50000,QMD,PHY
85595,50,0.16,0.66,73,0,14000,0,0,0,6000,0,0,0,0,20000,QMD,PHY
83055,50,0.05,1.03,37,5000,0,0,0,0,0,0,0,0,0,5000,VA,PRO
67447,340,0.05,2.73,77,25000,0,0,0,5000,20000,0,0,0,0,50000,IGN,IAA
41964,120,0.03,0.92,27,0,27000,0,0,0,3000,0,0,0,0,30000,VA,IAA
33672,1460,0.01,0.55,16,4000,2000,0,0,4000,10000,0,0,0,0,20000,IGN,AAA
33187,50,0.07,1.89,17,0,32000,0,0,0,8000,0,0,0,0,40000,IGN,IAA
29927,50,0.04,1.25,19,0,20000,0,0,0,20000,0,0,0,0,40000,VA,IAA
38478,50,0.02,0.02,93,0,2000,0,0,0,8000,0,0,0,0,10000,IGN,AAA
18050,13.1,0.03,0.08,5.39,0,2500,0,0,0,2500,0,0,0,0,5000,FLT,PHY
77692,21.63,0.12,0.38,19.05,0,8750,0,0,0,26250,0,0,0,0,35000,QMD,PHY
47314,740,0.07,0.81,44,3000,15000,0,0,0,12000,0,0,0,0,30000,VA,IAA
18838,9.16,0.09,0.38,19.05,0,7800,0,0,0,52200,0,0,0,0,60000,QMD,PHY
54709,50,0.28,1.03,85,0,24000,0,0,0,16000,0,0,0,0,40000,QMD,PHY
75344,50,0.53,0.85,195,0,18000,0,0,0,12000,0,0,0,0,30000,QMD,PHY
52957,50,0.1,2.34,16,16000,24000,0,0,0,0,0,0,0,0,40000,VA,PRO
48905,50,0.04,0.56,140,5000,5000,0,0,0,40000,0,0,0,0,50000,QMD,PHY
40716,50,0.61,2.08,99,16000,24000,0,0,0,0,0,0,0,0,40000,QMD,PHY
18149,16.4,0.01,0.03,7.01,1650,11000,0,0,0,42350,0,0,0,0,55000,QMD,IAA
57039,210,0.06,1.33,105,10500,0,0,0,3500,21000,0,0,0,0,35000,IGN,AAA
83996,1000,0.01,0.31,10,0,0,0,0,6000,14000,0,0,0,0,20000,IGN,AAA
47965,50,0.01,1.29,63,0,32000,0,0,0,8000,0,0,0,0,40000,QMD,IAA
46941,50,0.03,1.01,17,12000,20000,0,0,0,8000,0,0,0,0,40000,IGN,IAA
79792,484,0.01,0.07,13.75,0,0,9000,0,0,1000,0,0,0,0,10000,QMD,PHY
54221,50,0.02,0.91,58,4000,6000,0,0,0,0,0,0,0,0,10000,VA,PRO
85581,50,0.05,0.26,64,0,0,0,0,0,10000,0,0,0,0,10000,BIGD,PHY
13332,24.4,0.07,0.11,19.75,0,1500,0,0,0,28500,0,0,0,0,30000,QMD,PHY
82641,380,0.03,0.32,21,0,18000,0,0,0,12000,0,0,0,0,30000,IGN,IAA
75948,120,0.02,0.87,72,0,7500,0,0,0,22500,0,0,0,0,30000,VA,IAA
79594,13.98,0.02,0.31,44.18,15000,1500,0,0,0,12000,0,0,0,1500,30000,QMD,AAA
78791,29.35,0.03,0.05,10.35,0,4000,0,0,0,1000,0,0,0,0,5000,QMD,PHY
37624,50,0.15,0.51,96,0,11000,0,0,0,9000,0,0,0,0,20000,QMD,PHY
77737,351,2.32,0.42,81.9,0,6750,0,0,0,23250,0,0,0,0,30000,QMD,PHY
85416,50,0.12,2.32,58,20000,20000,0,0,0,0,0,0,0,0,40000,VA,IAA
25172,50,0.04,0.66,56,0,20000,0,0,0,30000,0,0,0,0,50000,VA,PRO
