Sample Number,X,Y,Z,Cu,Au,Mo,As,Cp,Py,TS,Alteration,Training
42017,651441.83,4766140.64,508.02,0.87,0.04,81.0,50.0,3.6,0.4,4.0,PHY,2
30874,651175.35,4765928.17,636.21,0.08,0.0,150.0,50.0,0.4,0.6,1.0,PHY,2
19470,651329.93,4766689.75,-0.49,-99.0,-99.0,-99.0,-99.0,1.05,1.5,3.0,PHY,2
13310,650988.94,4765714.85,-87.58,0.25,0.06,22.2,85.1,0.25,2.25,2.5,PHY,2
69387,651501.1,4765940.3,407.18,0.7,0.07,190.0,50.0,1.05,1.95,3.0,PHY,2
14087,650686.67,4765472.83,72.57,0.22,0.02,66.2,16.6,0.5,0.5,1.0,PHY,2
44978,650881.08,4766074.6,524.65,0.28,0.15,28.0,110.0,1.05,1.95,3.0,PHY,2
16350,650393.0,4765003.75,875.07,0.27,0.02,9.98,11.1,0.525,0.975,1.5,PHY,2
12315,650944.87,4766179.64,-96.09,0.23,0.13,8.4,13.2,0.4,1.6,2.0,PHY,2
18875,650468.19,4765031.69,905.67,0.14,0.04,12.27,7.5,0.2,3.8,4.0,PHY,2
13190,650890.8,4765725.4,131.17,0.38,0.05,108.0,7.9,1.32,2.6,4.0,PHY,2
64454,651765.44,4766604.74,-68.43,1.0,0.13,45.0,50.0,1.6,0.4,2.0,PHY,2
13519,651187.65,4765660.21,-450.09,0.29,0.02,22.0,123.0,0.3,1.7,2.0,PHY,2
17191,650318.86,4765153.1,931.66,0.43,0.0,57.4,14.2,1.4,3.5,5.0,PHY,2
33934,651516.35,4766143.25,461.47,0.48,0.39,62.0,540.0,0.9,2.1,3.0,PHY,2
15735,650397.07,4765098.27,899.57,0.05,0.17,6.47,105.5,0.625,1.875,2.5,PHY,2
31663,651271.58,4765525.23,433.25,0.09,0.03,5.0,50.0,0.3,2.7,3.0,PHY,2
63804,651455.24,4766763.19,35.08,0.97,0.27,38.0,50.0,2.0,2.0,4.0,PHY,2
18577,650684.6,4764924.79,1055.59,0.21,0.0,6.02,229.0,1.25,3.75,5.0,PHY,2
68916,651211.97,4765918.3,475.8,0.76,0.19,265.0,50.0,1.5,3.5,5.0,PHY,2
61338,651798.41,4766247.49,369.73,0.76,0.05,44.0,360.0,1.5,1.5,3.0,PHY,2
47092,651198.88,4765637.51,464.34,0.32,0.13,77.0,50.0,0.9,2.1,3.0,PHY,2
63755,651511.82,4766728.5,107.18,1.19,0.12,165.0,50.0,2.1,0.9,3.0,PHY,2
42393,651360.26,4765383.92,607.98,6.43,1.97,12.0,50.0,2.1,0.0,7.0,PHY,2
25584,650924.9,4764908.85,1038.01,0.13,0.02,28.0,-99.0,0.0,4.0,4.0,PHY,2
29355,651326.63,4765887.98,506.98,0.55,0.03,360.0,25.0,1.2,1.8,3.0,PHY,2
53369,651562.34,4766084.83,542.03,0.68,0.06,41.0,50.0,1.0,1.5,2.5,PHY,2
18256,650534.1,4764950.55,1101.23,0.87,0.18,17.8,134.5,1.28,2.2,4.0,PHY,2
37650,651151.53,4765790.75,100.16,0.1,0.04,14.0,50.0,0.6,1.4,2.0,PHY,2
16791,650391.39,4764951.27,889.75,0.19,0.14,5.84,114.0,0.7,1.24,2.0,PHY,2
21088,651304.09,4766511.41,206.89,-99.0,-99.0,-99.0,-99.0,0.5,1.4,2.0,PHY,2
64422,651778.31,4766597.68,-6.14,0.87,0.09,110.0,50.0,2.8,1.2,4.0,PHY,2
16407,650303.73,4764998.62,1074.28,0.22,0.19,16.45,42.3,0.25,2.25,2.5,PHY,2
76568,651371.85,4765887.2,271.51,0.69,0.12,20.0,50.0,1.5,1.5,3.0,PHY,2
18341,650521.4,4764950.58,931.71,0.13,0.42,16.5,148.5,0.6,2.4,3.0,PHY,2
54704,651014.45,4765946.78,620.63,1.8,0.54,20.0,220.0,3.0,1.0,5.0,PHY,2
12304,650935.85,4766178.91,-76.03,0.63,1.45,29.1,83.0,1.25,3.5,5.0,PHY,2
39243,651377.96,4766696.44,110.12,0.89,0.24,85.0,50.0,1.2,1.8,3.0,PHY,2
46194,651368.42,4766148.58,653.15,1.0,0.1,89.0,50.0,2.1,0.9,3.0,PHY,2
63100,651285.46,4766833.43,97.41,-99.0,-99.0,-99.0,-99.0,0.0,3.0,3.0,PHY,2
13161,650867.88,4765726.81,184.42,0.47,0.23,97.8,48.0,1.14,1.8,3.0,PHY,2
46591,651423.44,4765475.86,565.89,5.78,0.43,10.0,50.0,0.5,1.0,5.0,PHY,2
46208,651356.99,4766161.89,631.32,0.9,0.03,115.0,50.0,1.2,0.8,2.0,PHY,2
24311,650570.04,4765031.13,955.55,0.11,0.06,25.2,5.8,0.4,3.6,4.0,PHY,2
19430,651332.18,4766674.86,78.08,-99.0,-99.0,-99.0,-99.0,0.7,1.0,2.0,PHY,2
37444,651050.56,4765924.43,476.46,0.45,0.08,42.5,50.0,1.6,0.4,2.0,PHY,2
13362,651033.56,4765707.86,-181.25,0.3,1.08,69.9,125.0,0.875,2.625,3.5,PHY,2
16321,650402.8,4765003.59,932.24,0.37,0.2,41.4,32.2,0.5,2.0,2.5,PHY,2
37690,651170.24,4765761.61,28.05,0.29,0.48,25.0,50.0,1.35,1.65,3.0,PHY,2
46172,651386.38,4766127.81,687.52,1.51,0.1,34.0,50.0,2.4,1.6,4.0,PHY,2
16390,650314.96,4764998.91,1106.37,0.06,0.02,9.0,12.1,0.004,0.196,0.2,PHY,2
18209,650621.71,4765000.5,880.6,0.08,0.03,4.2,32.9,0.6,5.28,6.0,PHY,2
49291,651328.48,4765280.39,580.5,0.63,0.02,24.0,50.0,2.7,0.3,3.0,PHY,2
77692,650234.36,4765039.2,1073.78,0.38,0.12,19.05,21.63,0.875,2.625,3.5,PHY,2
14478,651231.25,4766406.39,641.0,-99.0,-99.0,-99.0,-99.0,0.0,1.5,1.5,PHY,2
13110,650828.97,4765728.13,278.7,-99.0,-99.0,-99.0,-99.0,0.45,1.05,1.5,PHY,2
13175,650878.86,4765726.26,158.67,0.32,0.1,87.0,18.3,0.625,1.875,2.5,PHY,2
64957,651882.1,4766338.66,241.18,0.53,0.09,5.0,50.0,1.8,1.2,3.0,PHY,2
21866,651267.84,4766574.65,57.45,-99.0,-99.0,-99.0,-99.0,0.7,0.1,2.0,PHY,2
23266,650323.6,4765036.83,956.0,0.14,0.08,39.1,16.0,1.0,9.0,10.0,PHY,2
16027,650341.33,4765047.95,923.52,0.06,0.05,12.65,27.2,0.25,2.25,2.5,PHY,2
36977,651066.11,4765652.4,405.33,0.54,0.13,55.0,50.0,1.5,1.5,3.0,PHY,2
78795,650472.73,4764918.81,1016.48,0.11,0.13,8.31,93.95,0.45,2.55,3.0,PHY,2
68893,651239.46,4765904.06,509.82,0.44,0.06,155.0,50.0,1.2,1.8,3.0,PHY,2
16957,650143.8,4765101.37,896.43,0.13,0.04,33.1,10.0,0.4,1.56,2.0,PHY,2
12967,650722.02,4765737.57,543.64,0.69,0.07,41.1,7.6,0.875,2.625,3.5,PHY,2
36822,651003.52,4765712.93,702.82,0.17,0.04,29.0,50.0,1.8,1.2,3.0,PHY,2
36965,651061.86,4765657.16,428.47,0.66,0.13,56.0,50.0,1.9833,1.0167,3.0,PHY,2
57991,650931.27,4765933.0,572.56,0.79,0.17,51.0,50.0,2.0,3.0,5.0,PHY,2
63700,651576.2,4766691.45,188.3,1.12,0.12,57.0,50.0,2.4,0.6,3.0,PHY,2
37371,651011.85,4765964.97,611.27,0.01,0.0,5.0,50.0,0.9,0.1,1.0,PHY,2
16785,650393.3,4764951.44,901.6,0.1,0.2,41.0,93.8,1.0,1.375,2.5,PHY,2
21073,651305.79,4766510.63,236.83,-99.0,-99.0,-99.0,-99.0,0.6,1.4,2.0,PHY,2
53358,651557.03,4766089.67,562.83,1.23,0.29,105.0,590.0,1.875,0.625,2.5,PHY,2
17741,650196.86,4764950.5,1060.89,0.25,0.05,-99.0,-99.0,0.6,2.4,3.0,PHY,2
72716,651415.13,4765698.38,637.88,2.05,0.08,20.0,50.0,2.8,1.2,4.0,PHY,2
16810,650385.34,4764950.7,852.24,0.07,0.03,2.53,14.1,0.14,0.06,0.2,PHY,2
78503,650871.58,4764802.72,973.02,0.03,0.0,14.16,25.95,1.2,1.8,3.0,PHY,2
62392,651460.33,4766755.3,-177.0,0.57,0.36,31.0,50.0,1.8,1.2,3.0,PHY,2
13146,650856.19,4765727.32,212.05,0.37,0.8,138.5,24.4,1.125,1.3,2.5,PHY,2
14161,650218.16,4765098.05,1040.98,0.32,0.06,35.0,24.0,0.6,1.4,2.0,PHY,2
38589,651717.46,4766587.86,170.54,1.08,0.09,90.0,50.0,3.2,0.4,4.0,PHY,2
78325,650394.48,4764802.18,1068.45,0.06,0.32,3.63,55.2,0.0,1.0,1.0,PHY,2
19393,651334.86,4766661.99,150.9,-99.0,-99.0,-99.0,-99.0,0.4,0.6,1.0,PHY,2
44965,650874.8,4766079.38,549.42,0.34,0.14,62.0,50.0,0.6,2.4,3.0,PHY,2
63134,651234.11,4766864.77,65.71,1.39,0.19,245.0,50.0,2.1,0.6,3.0,PHY,2
75388,651409.68,4766127.11,449.06,0.27,0.05,69.0,50.0,0.8,0.2,1.0,PHY,2
17977,650337.17,4764854.59,1062.89,0.06,0.02,3.02,53.6,0.5,1.5,2.0,PHY,2
63723,651549.21,4766706.36,154.16,0.92,0.16,165.0,50.0,2.4,0.6,3.0,PHY,2
78338,650395.2,4764802.07,1042.46,0.08,0.04,5.99,10.22,0.0,0.5,0.5,PHY,2
47927,651301.9,4765403.04,733.5,1.79,0.03,55.0,50.0,2.4,1.2,4.0,PHY,2
58044,650956.13,4765919.57,470.39,0.51,0.09,55.0,50.0,2.0,2.0,4.0,PHY,2
13976,650627.29,4765471.63,286.47,0.27,0.0,66.6,10.1,0.9,2.1,3.0,PHY,2
55105,651221.13,4765718.51,562.67,0.22,0.07,20.0,50.0,0.4,3.6,4.0,PHY,2
37524,651090.36,4765875.62,329.38,0.42,0.14,41.0,130.0,1.5,1.5,3.0,PHY,2
26168,650810.3,4765306.45,824.24,-99.0,-99.0,-99.0,-99.0,3.0,7.0,10.0,PHY,2
73361,651886.8,4766458.15,204.73,0.63,0.02,11.0,50.0,0.0,0.0,1.0,PHY,2
58541,651642.05,4766462.79,427.83,0.05,0.0,5.0,110.0,0.0,1.5,1.5,PHY,2
16440,650281.95,4764998.07,1011.98,0.08,0.05,5.35,19.1,0.25,2.25,2.5,PHY,2
65780,651780.29,4766252.68,183.09,0.74,0.13,85.0,50.0,2.1,0.9,3.0,PHY,2
55855,651038.79,4765951.59,564.21,0.78,0.15,83.0,50.0,1.8,1.2,3.0,PHY,2
24745,651306.16,4764831.18,1002.34,0.2,0.05,39.0,6.0,1.02,4.8,6.0,PHY,2
16492,650247.84,4764997.72,913.74,0.07,0.0,1.95,43.3,0.3,1.2,1.5,PHY,2
39115,651526.51,4766606.72,298.27,0.64,0.1,64.0,50.0,2.0,2.0,4.0,PHY,2
45443,651687.45,4766287.01,414.12,0.84,0.19,50.0,2780.0,2.5,2.5,5.0,PHY,2
15854,650159.59,4765049.9,961.08,0.12,0.12,9.7,29.3,0.4,1.6,2.0,PHY,2
44916,650851.0,4766097.81,642.68,0.11,0.04,38.0,50.0,0.6,2.4,3.0,PHY,2
13493,651159.91,4765671.18,-407.5,0.26,0.23,10.65,82.6,0.92,3.0,4.0,PHY,2
60884,651479.09,4765908.02,390.71,0.86,0.04,285.0,630.0,1.6,2.0,4.0,PHY,2
12891,650663.48,4765746.86,683.61,0.87,0.27,142.0,9.4,1.75,0.675,2.5,PHY,2
44883,650834.08,4766109.46,705.4,0.05,0.05,5.0,120.0,0.3,2.7,3.0,PHY,2
45415,651704.67,4766266.44,463.27,2.82,0.5,53.0,50.0,3.0,1.0,5.0,PHY,2
63761,651504.83,4766732.69,98.37,1.19,0.14,57.0,50.0,1.8,0.9,3.0,PHY,2
44877,650830.94,4766111.52,716.8,0.06,0.07,10.0,50.0,0.3,2.7,3.0,PHY,2
18580,650686.86,4764923.5,1050.19,0.13,0.02,6.91,116.5,0.8,3.2,4.0,PHY,2
31104,651302.31,4765767.97,818.41,2.17,0.01,23.0,50.0,4.0,1.0,5.0,PHY,2
13988,650633.59,4765471.65,263.32,0.37,0.05,146.0,264.0,0.7,4.25,5.0,PHY,2
62862,651625.75,4766646.3,370.58,2.07,0.04,39.0,50.0,4.0,0.0,4.0,PHY,2
50142,651182.08,4765316.46,527.64,0.19,0.02,36.0,50.0,1.2,1.8,3.0,PRO,2
58463,651546.43,4766450.32,550.45,0.23,0.03,5.0,280.0,0.1,0.9,1.0,PRO,2
28608,651370.42,4765805.12,597.38,0.91,0.03,37.0,50.0,0.6,0.4,2.0,PRO,2
31251,651381.11,4765706.69,542.26,1.28,0.03,86.0,50.0,0.0,0.9,1.0,PRO,2
48415,651372.05,4765337.95,612.96,0.39,0.01,20.0,50.0,1.6,0.4,2.0,PRO,2
40636,651592.52,4765589.4,538.26,0.66,0.05,25.0,130.0,0.1,0.0,1.0,PRO,2
33432,651488.14,4765719.99,390.61,1.15,0.04,190.0,50.0,0.9,1.5,3.0,PRO,2
28661,651390.1,4765877.11,522.12,0.36,0.01,100.0,50.0,0.475,0.095,0.95,PRO,2
78147,650242.94,4764789.94,924.92,0.08,0.03,5.34,8.05,0.2,0.8,1.0,PRO,2
53024,651632.06,4766144.42,442.57,1.13,0.06,61.0,50.0,3.0,3.0,6.0,PRO,2
49692,651251.63,4765342.88,549.7,0.4,0.05,63.0,50.0,0.5,0.5,1.0,PRO,2
33418,651481.65,4765730.11,415.89,0.96,0.04,52.0,50.0,0.2,0.2,2.0,PRO,2
40795,651525.47,4765656.07,234.65,0.35,0.02,68.0,50.0,1.0,0.8,2.0,PRO,2
49710,651240.01,4765352.96,517.15,0.72,0.0,54.0,50.0,1.8,0.3,3.0,PRO,2
58475,651560.98,4766452.19,531.46,0.29,0.09,5.0,160.0,1.2,0.3,1.5,PRO,2
59884,651746.38,4766059.61,596.02,-99.0,-99.0,-99.0,-99.0,2.4,3.6,6.0,PRO,2
46636,651392.76,4765523.41,495.94,0.72,0.04,29.0,50.0,1.2,0.4,2.0,PRO,2
66165,651457.95,4765444.26,521.94,4.62,0.13,5.0,50.0,0.0,0.0,5.0,PRO,2
69827,651677.45,4766237.24,466.65,2.13,0.12,12.0,50.0,3.6,0.4,4.0,PRO,2
28682,651398.37,4765905.83,492.61,0.74,0.06,185.0,50.0,1.5,1.5,3.0,PRO,2
35612,651433.75,4765706.96,490.42,0.63,0.03,32.0,50.0,0.0,0.0,1.0,PRO,2
69865,651705.62,4766217.79,398.8,0.68,0.05,30.0,50.0,0.6,0.3,1.0,PRO,2
72179,651560.45,4765950.34,527.93,0.87,0.05,65.0,50.0,0.25,0.05,0.5,PRO,2
46597,651419.44,4765481.92,556.34,3.26,0.23,5.0,50.0,1.2,0.0,3.0,PRO,2
46701,651345.4,4765599.75,402.11,0.96,0.06,90.0,50.0,1.6,0.4,2.0,PRO,2
28599,651367.51,4765792.98,610.35,1.58,0.06,62.0,50.0,0.0,0.1,1.0,PRO,2
66201,651489.75,4765424.65,460.39,1.01,0.04,69.0,100.0,1.25,0.0,2.5,PRO,2
69862,651703.39,4766219.32,404.16,1.6,0.12,41.0,50.0,0.17,0.0,1.7,PRO,2
69260,651431.12,4766033.46,632.84,0.25,0.0,5.0,50.0,2.4,0.6,3.0,PRO,2
34250,651448.43,4765952.35,585.28,0.76,0.03,55.0,50.0,0.6,0.0,1.0,PRO,2
40687,651570.47,4765610.61,440.96,0.38,0.03,17.0,50.0,0.0,0.0,0.4,PRO,2
29639,651150.75,4765748.9,742.74,0.5,0.11,145.0,52.0,1.6,0.4,2.0,PRO,2
54340,651449.68,4765651.86,384.37,0.78,0.03,470.0,50.0,1.8,1.2,3.0,PRO,2
33461,651502.4,4765699.41,338.29,0.62,0.03,165.0,50.0,0.225,1.05,1.5,PRO,2
53847,651441.48,4765571.76,472.47,0.95,0.02,10.0,50.0,1.5,0.0,2.5,PRO,2
21098,651302.95,4766511.93,186.93,-99.0,-99.0,-99.0,-99.0,1.6,0.4,2.0,PRO,2
66189,651479.16,4765431.22,480.9,2.0,0.13,35.0,50.0,1.5,0.0,3.0,PRO,2
75285,651501.67,4766205.74,615.76,0.84,0.05,41.0,50.0,1.5,1.5,3.0,PRO,2
30794,651152.16,4765829.42,759.85,0.18,0.0,30.0,50.0,0.2395,0.7605,1.0,PRO,2
40769,651536.17,4765645.38,284.4,0.54,0.05,24.0,170.0,0.1,0.3,1.0,PRO,2
69263,651432.83,4766031.14,627.58,0.61,0.07,76.0,50.0,1.25,1.0,2.5,PRO,2
25171,651137.14,4765582.53,756.92,0.62,0.03,145.0,50.0,0.0,0.0,0.0,PRO,2
55733,650912.61,4765964.37,772.63,0.76,0.01,18.0,120.0,0.1,0.9,1.0,PRO,2
49738,651222.36,4765368.91,466.46,0.29,0.04,110.0,50.0,2.1,0.9,3.0,PRO,2
54331,651455.14,4765647.93,401.07,0.53,0.0,40.0,50.0,0.8,0.4,2.0,PRO,2
78266,650058.92,4764907.41,946.75,0.1,0.11,7.68,11.68,0.0,1.0,1.0,PRO,2
33441,651492.45,4765713.55,374.36,0.47,0.02,38.0,50.0,0.6,0.6,2.0,PRO,2
34264,651442.26,4765960.47,559.21,0.68,0.03,74.0,50.0,2.4,0.6,3.0,PRO,2
52950,651596.04,4766171.25,583.58,1.32,0.03,5.0,50.0,2.8,4.2,7.0,PRO,2
46687,651355.18,4765582.13,421.54,0.62,0.03,100.0,50.0,3.0152,0.9848,4.0,PRO,2
17440,650065.55,4764993.24,1040.44,0.11,0.08,2.41,18.0,0.25,0.75,1.0,PRO,2
32970,651428.16,4765717.48,528.09,0.73,0.02,22.0,50.0,0.2,0.0,1.0,PRO,2
51943,651496.74,4766222.92,547.23,0.56,0.11,50.0,50.0,1.8,2.7,4.5,PRO,2
17470,650055.48,4764993.56,981.3,0.08,0.19,5.36,54.0,0.44,1.5,2.0,PRO,2
51934,651492.56,4766227.0,564.26,2.51,0.13,220.0,50.0,3.0,1.5,5.0,PRO,2
31636,651275.16,4765501.53,481.63,0.38,0.02,77.0,50.0,0.5,0.5,1.0,PRO,2
68798,651354.43,4765848.47,650.48,1.41,0.03,43.0,160.0,0.0,0.0,1.0,PRO,2
76420,651433.69,4765812.86,551.24,0.85,0.03,52.0,50.0,0.0,0.0,1.5,PRO,2
52982,651611.85,4766160.08,522.58,0.01,0.01,5.0,50.0,0.5,0.25,2.5,PRO,2
33812,651470.51,4765954.76,609.15,0.91,0.04,98.0,610.0,3.6,0.4,4.0,PRO,2
55730,650909.51,4765964.54,777.76,0.08,0.02,39.0,110.0,0.1,0.9,1.0,PRO,2
69821,651672.98,4766240.37,477.34,0.83,0.07,29.0,50.0,0.0,0.0,1.5,PRO,2
28634,651379.67,4765840.35,560.28,1.06,0.04,115.0,50.0,0.8,0.6,2.0,PRO,2
29426,651126.57,4765497.82,1085.29,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,PRO,2
78391,650398.87,4764801.31,936.53,0.07,0.05,5.87,18.3,0.0,0.5,0.5,PRO,2
68828,651317.71,4765865.1,606.04,1.56,0.07,90.0,140.0,2.5,2.5,5.0,PRO,2
78076,650240.52,4764787.74,1066.88,0.07,0.03,4.43,16.2,0.0,2.0,2.0,PRO,2
34712,651163.97,4765416.81,619.35,0.38,0.04,73.0,140.0,1.0,1.0,2.0,PRO,2
29636,651150.22,4765744.94,747.22,1.46,0.05,91.0,25.0,2.7,0.3,3.0,PRO,2
40633,651593.86,4765588.14,543.97,0.49,0.04,25.0,180.0,0.0,0.0,1.0,PRO,2
33435,651489.55,4765717.83,385.19,0.44,0.02,230.0,50.0,0.2,0.5,1.0,PRO,2
78636,650586.05,4764912.78,967.46,0.11,0.04,6.36,21.88,0.0,1.0,1.0,PRO,2
77607,650759.71,4764838.9,978.08,0.29,0.08,14.69,9.99,0.9,5.1,6.0,PRO,2
25183,651139.96,4765597.17,738.12,0.35,0.01,73.0,50.0,0.6,2.4,3.0,PRO,2
40855,651500.99,4765679.46,119.52,1.32,0.06,23.0,50.0,2.8,1.2,4.0,PRO,2
15545,650296.73,4765099.99,943.24,0.16,0.02,18.4,107.5,0.45,1.05,1.5,PRO,2
59966,651718.16,4766087.03,436.82,1.02,0.04,41.0,50.0,1.6,2.0,4.0,PRO,2
44538,651679.53,4766031.62,312.4,0.73,0.06,42.0,50.0,0.3,0.0,1.0,PRO,2
47374,651159.13,4765505.65,650.34,0.57,0.06,100.0,50.0,1.0,4.0,5.0,PRO,2
40922,651137.81,4766113.95,1054.04,-99.0,-99.0,-99.0,-99.0,0.0,1.0,1.0,PRO,2
72774,651386.88,4765722.66,528.03,0.8,0.05,82.0,50.0,0.4,0.1,1.0,PRO,2
25201,651144.71,4765619.75,710.49,0.55,0.05,161.0,-99.0,2.1,3.9,6.0,PRO,2
54358,651439.05,4765660.25,351.02,1.04,0.05,145.0,50.0,1.2,1.8,3.0,PRO,2
76433,651427.74,4765819.13,526.73,0.79,0.02,69.0,110.0,0.2,0.0,1.0,PRO,2
45390,651720.59,4766249.52,507.54,1.63,0.06,12.0,50.0,0.4,0.6,2.0,PRO,2
59894,651742.78,4766062.81,576.61,-99.0,-99.0,-99.0,-99.0,2.25,2.75,5.0,PRO,2
47371,651160.69,4765504.25,655.96,0.33,0.02,97.0,360.0,1.2,0.8,2.0,PRO,2
53381,651567.85,4766079.33,519.33,1.01,0.03,87.0,50.0,4.5,0.5,5.0,PRO,2
49265,651342.78,4765269.84,629.37,0.49,0.01,44.0,50.0,1.8,1.2,3.0,PRO,2
72777,651385.32,4765724.02,522.4,0.94,0.03,55.0,50.0,0.1,0.1,0.5,PRO,2
14276,651231.05,4766406.21,1045.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,PRO,2
49701,651245.81,4765347.91,533.42,0.35,0.03,71.0,50.0,0.5,0.4,1.0,PRO,2
13379,651048.94,4765705.0,-211.44,0.15,0.31,6.59,96.3,0.375,2.125,2.5,PRO,2
43437,651603.99,4765972.08,428.54,0.79,0.02,110.0,50.0,1.8,1.2,3.0,PRO,2
34261,651443.58,4765958.73,564.8,0.68,0.03,125.0,50.0,2.0,3.0,5.0,PRO,2
21145,651297.62,4766514.41,93.11,-99.0,-99.0,-99.0,-99.0,0.5,1.4,2.0,PRO,2
66138,651433.87,4765458.2,568.22,1.63,0.04,11.0,50.0,1.5,0.6,3.0,PRO,2
13849,650564.05,4765470.56,532.46,0.03,0.0,6.64,13.1,0.1,1.9,2.0,PRO,2
68788,651366.67,4765842.93,665.3,1.88,0.07,86.0,100.0,0.3,0.0,1.5,PRO,2
17479,650052.49,4764993.69,963.55,0.25,0.07,5.96,8.0,0.4,0.6,1.0,PRO,2
45405,651711.02,4766259.56,480.94,1.18,0.08,26.0,50.0,0.3,0.1,1.0,PRO,2
15542,650297.82,4765099.94,949.14,0.27,0.18,23.6,53.5,0.875,1.625,2.5,PRO,2
21095,651303.3,4766511.77,192.92,-99.0,-99.0,-99.0,-99.0,1.6,0.4,2.0,PRO,2
16182,650241.24,4765049.75,918.06,0.19,0.26,43.4,71.5,0.75,2.19,3.0,PRO,2
45399,651714.85,4766255.51,491.57,2.92,0.11,37.0,50.0,1.2,0.6,3.0,PRO,2
52979,651610.4,4766161.16,528.3,1.22,0.06,46.0,50.0,0.35,0.7,3.5,PRO,2
32079,651477.91,4765916.93,525.79,0.77,0.03,31.0,50.0,0.2,1.4,2.0,PRO,2
41085,651216.81,4766033.61,748.22,0.89,0.12,28.0,50.0,2.8,1.2,4.0,PRO,2
59559,651756.13,4766062.53,265.94,-99.0,-99.0,-99.0,-99.0,1.8,0.9,3.0,PRO,2
17488,650049.54,4764993.91,945.79,0.04,0.03,2.39,13.0,0.25,0.75,1.0,PRO,2
69795,651653.59,4766254.02,523.62,1.46,0.11,83.0,50.0,0.4,0.2,2.0,PRO,2
36334,651455.43,4765899.48,979.58,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,PRO,2
43393,651627.74,4765941.91,507.72,0.44,0.03,33.0,50.0,0.2,0.0,0.5,PRO,2
21885,651264.04,4766578.84,19.87,-99.0,-99.0,-99.0,-99.0,1.4,0.2,2.0,PTS,2
12069,650742.15,4766161.24,351.79,0.2,0.15,7.41,101.5,0.15,2.85,3.0,PTS,2
12169,650823.03,4766167.14,168.98,0.43,0.18,8.58,5.5,0.51,2.4,3.0,PTS,2
21223,651288.76,4766519.24,-62.56,-99.0,-99.0,-99.0,-99.0,1.25,0.5,2.5,PTS,2
12220,650865.92,4766171.5,76.54,1.18,0.66,316.0,14.9,1.75,2.5,5.0,PTS,2
21289,651281.56,4766523.85,-194.28,-99.0,-99.0,-99.0,-99.0,1.2,0.3,1.5,PTS,2
12379,650996.91,4766185.12,-212.9,0.77,0.16,624.0,5.5,2.0,1.6,4.0,PTS,2
21244,651286.35,4766520.64,-104.47,-99.0,-99.0,-99.0,-99.0,0.525,0.9,1.5,PTS,2
15405,651229.02,4766406.75,-90.99,-99.0,-99.0,-99.0,-99.0,1.375,1.125,2.5,PTS,2
12443,651048.28,4766190.61,-330.01,0.17,0.05,7.54,4.9,0.5,1.46,2.0,PTS,2
21888,651263.45,4766579.51,13.94,-99.0,-99.0,-99.0,-99.0,1.4,0.2,2.0,PTS,2
12301,650933.39,4766178.71,-70.56,0.43,0.16,10.8,3.4,0.5,1.5,2.0,PTS,2
12229,650873.44,4766172.36,60.21,0.35,0.15,47.3,4.4,0.68,3.2,4.0,PTS,2
20582,651398.75,4766715.21,-160.77,-99.0,-99.0,-99.0,-99.0,0.1,0.9,1.0,PTS,2
21922,651257.01,4766587.26,-53.31,-99.0,-99.0,-99.0,-99.0,1.2,0.7,2.0,PTS,2
12519,651107.44,4766196.15,-469.9,0.27,0.09,24.4,4.9,0.8,3.08,4.0,PTS,2
13140,650851.58,4765727.47,223.13,0.18,0.03,13.7,2.8,0.75,0.75,1.5,PTS,2
12436,651042.68,4766189.97,-317.19,0.55,0.06,49.4,4.1,0.4,1.54,2.0,PTS,2
21931,651255.31,4766589.31,-71.11,-99.0,-99.0,-99.0,-99.0,1.2,0.7,2.0,PTS,2
21178,651293.88,4766516.42,27.25,-99.0,-99.0,-99.0,-99.0,1.25,0.5,2.5,PTS,2
12358,650979.97,4766183.2,-174.52,0.3,0.23,39.6,12.3,0.6,1.38,2.0,PTS,2
19509,651328.89,4766704.87,-77.0,-99.0,-99.0,-99.0,-99.0,1.0,0.9,2.0,PTS,2
21777,651286.92,4766556.54,233.49,-99.0,-99.0,-99.0,-99.0,0.3,1.2,1.5,PTS,2
23701,650469.83,4764904.24,1123.6,0.86,0.51,24.4,78.4,0.0,2.0,4.0,UAL,2
24412,650265.74,4765248.45,1023.98,-99.0,-99.0,-99.0,-99.0,0.0,0.1,0.1,UAL,2
24418,650263.77,4765248.37,1012.14,-99.0,-99.0,-99.0,-99.0,0.0,0.3,0.3,UAL,2
23846,650125.74,4765132.94,1054.5,-99.0,-99.0,-99.0,-99.0,0.06,0.54,0.6,UAL,2
24376,650277.58,4765248.97,1095.0,0.0,0.01,2.27,8.5,0.0,0.3,0.3,UAL,2
23496,650614.07,4765097.19,1072.54,0.01,0.0,1.23,5.44,0.0,3.0,3.0,UAL,2
23778,650420.69,4764923.74,978.96,0.17,0.48,17.2,209.0,0.85171,4.33275,5.3,UAL,2
19551,651327.92,4766721.8,-159.27,-99.0,-99.0,-99.0,-99.0,0.1,0.9,1.0,UAL,2
23867,650121.12,4765127.97,1013.05,-99.0,-99.0,-99.0,-99.0,0.06,0.54,0.6,UAL,2
23750,650438.41,4764916.16,1031.54,0.1,0.04,7.29,54.7,0.25,2.25,2.5,UAL,2
