Sample.Number,X,Y,Z,Cu,Au,Mo,As,Cp,Py,TS,Alteration
60799,651517.62,4765863.68,550.21,1.508,1.694,0.294,-0.449,2.235,-0.09,1.481,AAA
60799,651517.62,4765863.68,550.21,1.465,1.054,0.017,-1.089,2.051,-0.141,1.208,AAA
60799,651517.62,4765863.68,550.21,1.512,0.787,-0.066,-0.405,2.267,0.004,1.321,AAA
60799,651517.62,4765863.68,550.21,1.428,1.407,-0.125,-0.887,2.02,-0.087,1.262,AAA
60799,651517.62,4765863.68,550.21,1.403,0.713,-0.351,-0.855,2.111,-0.001,1.253,AAA
60799,651517.62,4765863.68,550.21,1.515,0.791,0.306,-0.938,2.242,-0.189,1.311,AAA
60799,651517.62,4765863.68,550.21,1.444,1.324,0.282,-0.898,2.137,-0.363,1.263,AAA
60799,651517.62,4765863.68,550.21,1.202,0.754,-0.337,-0.81,2.178,-0.435,1.269,AAA
60799,651517.62,4765863.68,550.21,1.425,1.402,-0.185,-0.252,2.13,-0.201,1.221,AAA
60799,651517.62,4765863.68,550.21,1.6,1.427,0.633,-0.465,2.33,-0.202,1.435,AAA
60799,651517.62,4765863.68,550.21,1.588,1.514,0.446,-0.264,2.288,-0.175,1.376,AAA
60799,651517.62,4765863.68,550.21,1.39,1.496,-0.122,-0.859,1.987,-0.25,1.182,AAA
60799,651517.62,4765863.68,550.21,1.266,0.688,-0.419,-0.715,2.154,-0.301,1.22,AAA
60799,651517.62,4765863.68,550.21,1.48,1.267,0.234,-0.71,2.201,-0.201,1.346,AAA
60799,651517.62,4765863.68,550.21,1.489,1.598,0.348,-0.375,2.278,-0.216,1.452,AAA
60799,651517.62,4765863.68,550.21,1.314,1.112,-0.524,-0.442,2.074,-0.189,1.186,AAA
60805,651515.03,4765866.61,538.87,1.608,0.318,-0.38,-0.428,1.297,0.894,1.452,AAA
60805,651515.03,4765866.61,538.87,1.581,0.519,-0.309,-0.569,1.31,0.957,1.599,AAA
60805,651515.03,4765866.61,538.87,1.595,0.63,-0.333,-0.459,1.264,0.897,1.506,AAA
60805,651515.03,4765866.61,538.87,1.527,1.271,-0.54,-0.548,1.062,0.902,1.462,AAA
60805,651515.03,4765866.61,538.87,1.532,0.549,-0.353,-0.66,1.303,0.947,1.643,AAA
60805,651515.03,4765866.61,538.87,1.476,0.713,-0.607,-0.83,1.047,0.725,1.307,AAA
60805,651515.03,4765866.61,538.87,1.555,0.96,-0.295,-0.574,1.19,0.804,1.498,AAA
60805,651515.03,4765866.61,538.87,1.438,0.763,-0.64,-0.847,1.088,0.804,1.439,AAA
60805,651515.03,4765866.61,538.87,1.551,1.189,-0.583,-0.326,1.135,1.007,1.525,AAA
60805,651515.03,4765866.61,538.87,1.461,0.736,-0.666,-0.584,1.138,0.825,1.439,AAA
60805,651515.03,4765866.61,538.87,1.468,0.628,-0.426,-0.971,1.154,0.766,1.485,AAA
60805,651515.03,4765866.61,538.87,1.718,0.896,-0.094,-0.718,1.168,0.997,1.47,AAA
60805,651515.03,4765866.61,538.87,1.622,0.476,-0.415,-0.434,1.271,1.006,1.503,AAA
60805,651515.03,4765866.61,538.87,1.373,0.261,-0.609,-0.653,1.268,0.614,1.463,AAA
60805,651515.03,4765866.61,538.87,1.547,0.501,-0.156,-0.846,1.282,0.765,1.548,AAA
60805,651515.03,4765866.61,538.87,1.677,0.812,-0.232,0.019,1.372,1.003,1.593,AAA
60805,651515.03,4765866.61,538.87,1.613,1.222,-0.565,-0.113,1.087,0.898,1.333,AAA
60805,651515.03,4765866.61,538.87,1.665,1.251,0.03,-0.772,1.165,0.891,1.553,AAA
60805,651515.03,4765866.61,538.87,1.362,0.537,-0.813,-0.679,1.195,0.856,1.562,AAA
60805,651515.03,4765866.61,538.87,1.566,0.392,-0.455,0.287,1.509,0.923,1.644,AAA
60805,651515.03,4765866.61,538.87,1.601,0.679,-0.4,-0.094,1.297,0.851,1.458,AAA
60805,651515.03,4765866.61,538.87,1.589,1.041,-0.623,-0.261,1.108,0.979,1.4,AAA
60805,651515.03,4765866.61,538.87,1.606,1.083,-0.19,-0.177,1.3,0.847,1.579,AAA
60805,651515.03,4765866.61,538.87,1.44,1.086,-0.512,-0.318,1.179,0.641,1.456,AAA
60805,651515.03,4765866.61,538.87,1.627,1.36,-0.185,-0.486,1.112,0.805,1.431,AAA
60805,651515.03,4765866.61,538.87,1.554,0.297,-0.424,-1.082,1.149,0.902,1.425,AAA
60805,651515.03,4765866.61,538.87,1.481,0.392,-0.66,-0.555,1.229,0.893,1.486,AAA
60805,651515.03,4765866.61,538.87,1.318,-0.202,-1.133,-0.687,1.232,0.891,1.465,AAA
60805,651515.03,4765866.61,538.87,1.441,1.067,-0.708,-0.298,1.085,0.661,1.328,AAA
60805,651515.03,4765866.61,538.87,1.414,0.458,-0.74,-0.171,1.281,0.702,1.444,AAA
60805,651515.03,4765866.61,538.87,1.692,0.848,-0.041,-0.043,1.397,0.899,1.592,AAA
60805,651515.03,4765866.61,538.87,1.769,1.201,0.017,-0.658,1.208,1.199,1.651,AAA
60805,651515.03,4765866.61,538.87,1.651,1.435,-0.668,0.078,1.035,0.999,1.3,AAA
60805,651515.03,4765866.61,538.87,1.628,0.556,-0.238,-1.112,1.19,1.108,1.604,AAA
60805,651515.03,4765866.61,538.87,1.437,0.89,-0.641,-0.571,1.148,0.817,1.502,AAA
60805,651515.03,4765866.61,538.87,1.504,0.624,-0.682,-0.631,1.119,0.897,1.401,AAA
60805,651515.03,4765866.61,538.87,1.395,0.468,-0.729,-0.466,1.232,0.732,1.47,AAA
60805,651515.03,4765866.61,538.87,1.425,0.149,-0.644,-0.926,1.202,0.786,1.451,AAA
60805,651515.03,4765866.61,538.87,1.333,0.218,-0.756,-0.738,1.292,0.808,1.619,AAA
60805,651515.03,4765866.61,538.87,1.481,0.924,-0.585,-0.898,1.023,0.81,1.38,AAA
60805,651515.03,4765866.61,538.87,1.505,0.613,-0.572,-0.613,1.168,0.847,1.437,AAA
60805,651515.03,4765866.61,538.87,1.503,0.87,-0.461,-0.214,1.25,0.728,1.474,AAA
60805,651515.03,4765866.61,538.87,1.569,0.997,-0.614,-0.034,1.187,0.914,1.428,AAA
60805,651515.03,4765866.61,538.87,1.496,0.898,-0.239,-1.024,1.169,0.801,1.586,AAA
60805,651515.03,4765866.61,538.87,1.652,0.807,-0.106,-0.162,1.373,0.884,1.593,AAA
60805,651515.03,4765866.61,538.87,1.331,0.012,-0.925,-0.43,1.345,0.838,1.585,AAA
60805,651515.03,4765866.61,538.87,1.385,0.332,-0.575,-0.785,1.249,0.686,1.51,AAA
60805,651515.03,4765866.61,538.87,1.436,-0.367,-0.556,-1.511,1.193,0.826,1.444,AAA
60805,651515.03,4765866.61,538.87,1.334,0.631,-0.744,-0.33,1.286,0.701,1.579,AAA
60805,651515.03,4765866.61,538.87,1.574,0.717,-0.325,-0.606,1.263,0.977,1.609,AAA
60814,651511.15,4765871.02,521.85,0.783,0.57,1.201,-0.058,1.644,-1.47,0.563,PRO
60814,651511.15,4765871.02,521.85,0.599,0.746,0.862,0.442,1.637,-1.797,0.455,PRO
60814,651511.15,4765871.02,521.85,0.774,0.428,1.349,-0.199,1.655,-1.65,0.494,PRO
60814,651511.15,4765871.02,521.85,0.808,0.197,1.253,0.023,1.728,-1.518,0.525,PRO
60814,651511.15,4765871.02,521.85,0.812,0.71,1.392,-0.406,1.553,-1.554,0.493,PRO
60814,651511.15,4765871.02,521.85,0.7,0.492,1.261,0.311,1.802,-1.709,0.618,PRO
60814,651511.15,4765871.02,521.85,0.733,0.235,1.061,0.146,1.728,-1.532,0.547,PRO
60814,651511.15,4765871.02,521.85,0.676,0.113,0.827,-0.445,1.506,-1.545,0.373,PRO
60814,651511.15,4765871.02,521.85,0.794,0.35,1.452,-0.372,1.624,-1.73,0.419,PRO
60814,651511.15,4765871.02,521.85,0.748,0.777,1.52,-0.418,1.586,-1.794,0.487,PRO
60814,651511.15,4765871.02,521.85,0.855,0.402,1.156,-0.001,1.62,-1.392,0.466,PRO
60814,651511.15,4765871.02,521.85,0.82,0.467,1.46,-0.407,1.592,-1.659,0.431,PRO
60814,651511.15,4765871.02,521.85,0.637,0.089,1.069,-0.156,1.753,-1.609,0.634,PRO
60814,651511.15,4765871.02,521.85,0.542,0.378,0.778,-0.107,1.55,-1.849,0.371,PRO
60814,651511.15,4765871.02,521.85,0.586,0.249,0.76,-0.093,1.582,-1.7,0.419,PRO
60814,651511.15,4765871.02,521.85,0.653,0.551,0.898,-0.324,1.419,-1.781,0.247,PRO
60814,651511.15,4765871.02,521.85,0.608,0.236,0.775,-0.249,1.522,-1.7,0.355,PRO
60814,651511.15,4765871.02,521.85,0.586,-0.338,0.825,-0.727,1.594,-1.61,0.462,PRO
60814,651511.15,4765871.02,521.85,0.723,-0.232,1.231,-0.249,1.811,-1.554,0.621,PRO
60814,651511.15,4765871.02,521.85,0.643,0.567,1.139,0.073,1.688,-1.766,0.542,PRO
60814,651511.15,4765871.02,521.85,0.671,0.441,1.413,-0.735,1.556,-1.879,0.437,PRO
60814,651511.15,4765871.02,521.85,0.539,0.241,0.961,-0.729,1.477,-1.917,0.341,PRO
60814,651511.15,4765871.02,521.85,0.69,-0.37,0.958,-0.218,1.724,-1.569,0.473,PRO
60814,651511.15,4765871.02,521.85,0.742,0.865,0.779,0.448,1.554,-1.42,0.457,PRO
60814,651511.15,4765871.02,521.85,0.828,0.821,1.126,0.132,1.524,-1.538,0.365,PRO
60814,651511.15,4765871.02,521.85,0.813,0.643,1.377,-0.347,1.534,-1.656,0.391,PRO
60814,651511.15,4765871.02,521.85,0.782,0.735,1.575,-0.109,1.739,-1.641,0.667,PRO
60814,651511.15,4765871.02,521.85,0.477,-0.473,0.544,-0.421,1.581,-1.849,0.3,PRO
60814,651511.15,4765871.02,521.85,0.567,0.218,0.942,0.035,1.687,-1.862,0.462,PRO
60814,651511.15,4765871.02,521.85,0.676,0.509,0.969,-0.367,1.459,-1.706,0.321,PRO
60814,651511.15,4765871.02,521.85,0.797,0.683,1.398,0.157,1.692,-1.686,0.501,PRO
60814,651511.15,4765871.02,521.85,0.597,0.417,0.963,-0.092,1.605,-1.811,0.436,PRO
60814,651511.15,4765871.02,521.85,0.704,0.174,0.943,-0.21,1.515,-1.74,0.242,PRO
60814,651511.15,4765871.02,521.85,0.786,0.396,1.327,-0.481,1.567,-1.611,0.438,PRO
60814,651511.15,4765871.02,521.85,0.928,0.756,1.538,-0.09,1.607,-1.504,0.462,PRO
60814,651511.15,4765871.02,521.85,0.633,0.23,1.013,-0.43,1.553,-1.761,0.39,PRO
60814,651511.15,4765871.02,521.85,0.49,0.056,0.642,-0.304,1.561,-1.806,0.398,PRO
60814,651511.15,4765871.02,521.85,0.946,0.295,1.718,-0.172,1.773,-1.481,0.584,PRO
60814,651511.15,4765871.02,521.85,0.766,-0.257,0.875,-0.361,1.533,-1.546,0.238,PRO
60814,651511.15,4765871.02,521.85,0.89,0.757,1.755,-0.382,1.683,-1.521,0.644,PRO
60814,651511.15,4765871.02,521.85,0.817,0.307,1.152,0.275,1.739,-1.45,0.54,PRO
60814,651511.15,4765871.02,521.85,0.567,0.516,1.151,-0.308,1.585,-2.005,0.409,PRO
60814,651511.15,4765871.02,521.85,0.845,1.061,1.726,-0.422,1.559,-1.724,0.497,PRO
60814,651511.15,4765871.02,521.85,0.664,-0.351,1.181,-0.59,1.77,-1.568,0.638,PRO
60814,651511.15,4765871.02,521.85,0.71,0.216,1.219,-0.326,1.664,-1.642,0.521,PRO
60814,651511.15,4765871.02,521.85,0.697,-0.085,1.264,-0.131,1.812,-1.678,0.593,PRO
60814,651511.15,4765871.02,521.85,0.726,0.439,1.19,-0.107,1.63,-1.683,0.458,PRO
60814,651511.15,4765871.02,521.85,0.68,0.308,1.12,-0.554,1.594,-1.547,0.563,PRO
60814,651511.15,4765871.02,521.85,0.669,0.302,1.299,-0.493,1.632,-1.784,0.496,PRO
60814,651511.15,4765871.02,521.85,0.572,0.202,0.979,-0.276,1.687,-1.683,0.605,PRO
60823,651507.24,4765875.44,504.84,0.802,0.672,-0.134,0.374,-1.15,-1.775,-0.692,PRO
60823,651507.24,4765875.44,504.84,0.606,-0.015,-0.862,-0.033,-1.238,-1.585,-0.691,PRO
60823,651507.24,4765875.44,504.84,0.758,0.155,-0.481,0.396,-1.083,-1.533,-0.6,PRO
60823,651507.24,4765875.44,504.84,0.768,0.296,-0.074,0.688,-0.832,-1.597,-0.323,PRO
60823,651507.24,4765875.44,504.84,0.819,0.515,-0.62,0.048,-1.395,-1.489,-0.871,PRO
60823,651507.24,4765875.44,504.84,0.97,0.431,-0.599,0.154,-1.466,-1.386,-1.06,PRO
60823,651507.24,4765875.44,504.84,0.791,-0.13,-0.313,-0.141,-1.11,-1.505,-0.603,PRO
60823,651507.24,4765875.44,504.84,0.741,-0.142,-0.36,0.119,-0.98,-1.455,-0.432,PRO
60823,651507.24,4765875.44,504.84,0.884,0.34,-0.421,0.905,-1.04,-1.427,-0.634,PRO
60823,651507.24,4765875.44,504.84,0.788,0.202,-0.214,-0.221,-1.174,-1.577,-0.617,PRO
60823,651507.24,4765875.44,504.84,1.087,0.514,0.39,0.345,-0.936,-1.245,-0.369,PRO
60823,651507.24,4765875.44,504.84,0.912,0.702,0.186,-0.013,-1.155,-1.632,-0.61,PRO
60823,651507.24,4765875.44,504.84,0.832,0.078,-0.051,-0.17,-1.103,-1.61,-0.607,PRO
60823,651507.24,4765875.44,504.84,1.12,0.204,0.209,0.588,-0.941,-1.245,-0.528,PRO
60823,651507.24,4765875.44,504.84,0.823,0.102,-0.093,0.127,-1.059,-1.671,-0.629,PRO
60823,651507.24,4765875.44,504.84,0.912,0.199,-0.065,-0.023,-1.154,-1.531,-0.689,PRO
60823,651507.24,4765875.44,504.84,0.516,-0.372,-0.941,-0.104,-1.147,-1.64,-0.614,PRO
60823,651507.24,4765875.44,504.84,0.849,0.399,0.111,-0.135,-1.077,-1.585,-0.495,PRO
60823,651507.24,4765875.44,504.84,0.722,0.607,-0.711,-0.01,-1.388,-1.528,-0.783,PRO
60823,651507.24,4765875.44,504.84,0.696,0.458,-0.403,0.003,-1.174,-1.599,-0.552,PRO
60823,651507.24,4765875.44,504.84,0.899,0.152,-0.124,-0.449,-1.284,-1.521,-0.772,PRO
60823,651507.24,4765875.44,504.84,0.891,-0.117,0.067,0.442,-0.852,-1.537,-0.454,PRO
60823,651507.24,4765875.44,504.84,0.682,-0.205,-0.6,-0.116,-1.174,-1.621,-0.7,PRO
60823,651507.24,4765875.44,504.84,0.943,0.403,-0.108,0.669,-0.999,-1.396,-0.534,PRO
60823,651507.24,4765875.44,504.84,0.766,-0.054,-0.498,-0.196,-1.239,-1.55,-0.75,PRO
60823,651507.24,4765875.44,504.84,0.973,0.904,0.152,0.19,-1.131,-1.393,-0.497,PRO
60823,651507.24,4765875.44,504.84,0.716,-0.215,-0.358,0.252,-0.939,-1.562,-0.457,PRO
60823,651507.24,4765875.44,504.84,0.631,-0.31,-0.491,0.193,-0.956,-1.664,-0.487,PRO
60823,651507.24,4765875.44,504.84,0.781,0.369,-0.526,0.788,-1.103,-1.624,-0.714,PRO
60823,651507.24,4765875.44,504.84,0.764,0.107,-0.182,-0.292,-1.182,-1.708,-0.684,PRO
60823,651507.24,4765875.44,504.84,1.05,0.992,0.262,0.779,-1.022,-1.443,-0.525,PRO
60823,651507.24,4765875.44,504.84,0.976,0.776,0.327,0.116,-1.16,-1.716,-0.704,PRO
60823,651507.24,4765875.44,504.84,1.04,0.333,-0.252,0.653,-1.135,-1.277,-0.738,PRO
60823,651507.24,4765875.44,504.84,0.716,0.165,-0.664,-0.178,-1.317,-1.546,-0.77,PRO
60823,651507.24,4765875.44,504.84,0.861,0.837,0.058,0.296,-1.127,-1.678,-0.593,PRO
60823,651507.24,4765875.44,504.84,0.646,-0.072,-0.957,0.083,-1.31,-1.626,-0.872,PRO
60823,651507.24,4765875.44,504.84,0.685,-0.079,-0.801,0.447,-1.115,-1.526,-0.666,PRO
60823,651507.24,4765875.44,504.84,0.741,0.055,-0.38,-0.215,-1.142,-1.48,-0.54,PRO
60823,651507.24,4765875.44,504.84,1.067,1.174,-0.137,0.239,-1.346,-1.141,-0.669,PRO
60823,651507.24,4765875.44,504.84,0.78,0.256,-0.313,-0.008,-1.198,-1.645,-0.708,PRO
60823,651507.24,4765875.44,504.84,0.636,-0.081,-0.952,-0.144,-1.352,-1.606,-0.867,PRO
60823,651507.24,4765875.44,504.84,0.855,0.785,-0.397,0.514,-1.257,-1.558,-0.77,PRO
60823,651507.24,4765875.44,504.84,0.692,0.013,0.006,0.29,-0.849,-1.83,-0.394,PRO
60823,651507.24,4765875.44,504.84,0.708,0.09,-0.365,0.189,-1.043,-1.623,-0.528,PRO
60823,651507.24,4765875.44,504.84,0.749,0.018,-0.724,-0.244,-1.35,-1.48,-0.83,PRO
60823,651507.24,4765875.44,504.84,1.085,0.288,0.215,0.507,-0.956,-1.289,-0.509,PRO
60823,651507.24,4765875.44,504.84,0.714,0.37,-0.742,0.631,-1.212,-1.663,-0.803,PRO
60823,651507.24,4765875.44,504.84,0.841,1.147,-0.26,-0.4,-1.568,-1.705,-0.96,PRO
60823,651507.24,4765875.44,504.84,0.776,0.269,-0.567,-0.641,-1.502,-1.577,-0.945,PRO
60823,651507.24,4765875.44,504.84,0.755,0.118,-0.623,0.311,-1.176,-1.527,-0.713,PRO
60846,651496.74,4765887.07,461.6,0.417,0.021,-0.028,0.482,0.666,-0.327,0.751,PRO
60846,651496.74,4765887.07,461.6,0.128,0.13,-0.426,0.278,0.566,-0.624,0.729,PRO
60846,651496.74,4765887.07,461.6,0.59,0.037,0.622,-0.238,0.642,-0.284,0.79,PRO
60846,651496.74,4765887.07,461.6,0.545,-0.056,0.019,0.82,0.802,0.019,0.923,PRO
60846,651496.74,4765887.07,461.6,0.534,0.632,0.235,0.442,0.587,-0.213,0.791,PRO
60846,651496.74,4765887.07,461.6,0.668,1.102,0.37,0.701,0.534,-0.092,0.758,PRO
60846,651496.74,4765887.07,461.6,0.349,-0.152,-0.142,0.811,0.818,-0.312,0.89,PRO
60846,651496.74,4765887.07,461.6,0.487,0.294,0.403,-0.251,0.522,-0.416,0.7,PRO
60846,651496.74,4765887.07,461.6,0.414,-0.545,-0.178,0.914,0.861,-0.252,0.812,PRO
60846,651496.74,4765887.07,461.6,0.475,0.077,0.276,0.397,0.784,-0.213,0.96,PRO
60846,651496.74,4765887.07,461.6,0.693,0.973,0.872,0.714,0.763,-0.247,0.945,PRO
60846,651496.74,4765887.07,461.6,0.36,-0.5,-0.401,0.161,0.56,-0.264,0.607,PRO
60846,651496.74,4765887.07,461.6,0.454,0.048,0.148,-0.04,0.574,-0.304,0.735,PRO
60846,651496.74,4765887.07,461.6,0.541,0.058,0.237,0.762,0.805,-0.193,0.872,PRO
60846,651496.74,4765887.07,461.6,0.311,-0.286,-0.424,0.034,0.541,-0.211,0.72,PRO
60846,651496.74,4765887.07,461.6,0.361,-0.546,-0.077,-0.027,0.71,-0.237,0.85,PRO
60846,651496.74,4765887.07,461.6,0.698,0.571,0.772,0.304,0.664,-0.248,0.791,PRO
60846,651496.74,4765887.07,461.6,0.367,-0.339,0.08,0.003,0.715,-0.341,0.851,PRO
60846,651496.74,4765887.07,461.6,0.517,0.281,0.443,0.057,0.661,-0.274,0.866,PRO
60846,651496.74,4765887.07,461.6,0.59,0.175,0.016,0.217,0.447,-0.165,0.519,PRO
60846,651496.74,4765887.07,461.6,0.452,-0.581,0.109,0.457,0.851,-0.262,0.859,PRO
60846,651496.74,4765887.07,461.6,0.564,0.271,0.79,0.332,0.876,-0.308,1.049,PRO
60846,651496.74,4765887.07,461.6,0.284,-0.257,-0.247,0.533,0.741,-0.394,0.821,PRO
60846,651496.74,4765887.07,461.6,0.407,-0.005,0.232,0.558,0.799,-0.463,0.851,PRO
60846,651496.74,4765887.07,461.6,0.191,-0.225,0.051,-0.301,0.635,-0.716,0.774,PRO
60846,651496.74,4765887.07,461.6,0.536,0.135,0.33,0.367,0.693,-0.286,0.786,PRO
60846,651496.74,4765887.07,461.6,0.364,-0.226,0.24,-0.293,0.674,-0.404,0.862,PRO
60846,651496.74,4765887.07,461.6,0.297,0.082,-0.361,0.27,0.489,-0.447,0.592,PRO
60846,651496.74,4765887.07,461.6,0.455,-0.074,0.081,-0.237,0.501,-0.308,0.644,PRO
60846,651496.74,4765887.07,461.6,0.263,-0.22,-0.169,-0.226,0.539,-0.489,0.691,PRO
60846,651496.74,4765887.07,461.6,0.397,-0.047,0.174,-0.254,0.535,-0.492,0.651,PRO
60846,651496.74,4765887.07,461.6,0.471,-0.505,0.334,0.056,0.819,-0.275,0.904,PRO
60846,651496.74,4765887.07,461.6,0.632,-0.025,0.754,0.449,0.913,-0.214,0.999,PRO
60846,651496.74,4765887.07,461.6,0.347,-0.361,-0.319,1.082,0.881,-0.219,0.907,PRO
60846,651496.74,4765887.07,461.6,0.4,-0.27,-0.271,0.169,0.571,-0.191,0.689,PRO
60846,651496.74,4765887.07,461.6,0.429,0.012,0.12,-0.083,0.644,-0.15,0.915,PRO
60846,651496.74,4765887.07,461.6,0.482,0.117,0.057,0.229,0.564,-0.279,0.674,PRO
60846,651496.74,4765887.07,461.6,0.46,0.545,0.25,-0.197,0.533,-0.158,0.904,PRO
60846,651496.74,4765887.07,461.6,0.566,0.119,0.28,0.584,0.731,-0.201,0.808,PRO
60846,651496.74,4765887.07,461.6,0.371,-0.335,0.166,-0.054,0.679,-0.497,0.742,PRO
60846,651496.74,4765887.07,461.6,0.401,0.38,0.126,0.122,0.587,-0.333,0.822,PRO
60846,651496.74,4765887.07,461.6,0.35,-0.134,0.029,0.584,0.818,-0.376,0.913,PRO
60846,651496.74,4765887.07,461.6,0.491,-0.029,0.207,0.483,0.789,-0.173,0.93,PRO
60846,651496.74,4765887.07,461.6,0.22,-0.187,-0.458,0.579,0.696,-0.382,0.814,PRO
60846,651496.74,4765887.07,461.6,0.364,-0.295,0.09,0.709,0.948,-0.281,1.056,PRO
60846,651496.74,4765887.07,461.6,0.467,-0.145,-0.114,0.569,0.712,-0.102,0.824,PRO
60846,651496.74,4765887.07,461.6,0.397,0.12,0.432,-0.081,0.723,-0.435,0.937,PRO
60846,651496.74,4765887.07,461.6,0.302,-0.698,-0.155,-0.335,0.637,-0.328,0.773,PRO
60846,651496.74,4765887.07,461.6,0.416,-0.495,0.183,0.071,0.821,-0.218,0.966,PRO
60846,651496.74,4765887.07,461.6,0.594,-0.261,0.709,0.234,0.891,-0.281,0.947,PRO
60855,651492.49,4765891.77,444.75,0.019,-0.281,0.158,-0.023,-0.056,-0.876,-0.051,PRO
60855,651492.49,4765891.77,444.75,-0.011,-0.034,-0.235,0.448,-0.138,-0.82,-0.156,PRO
60855,651492.49,4765891.77,444.75,0.065,-1.159,0.058,0.501,0.283,-0.612,0.161,PRO
60855,651492.49,4765891.77,444.75,0.07,-0.749,0.233,0.165,0.086,-0.873,-0.052,PRO
60855,651492.49,4765891.77,444.75,0.203,-0.269,0.39,0.768,0.183,-0.663,0.088,PRO
60855,651492.49,4765891.77,444.75,-0.087,-0.719,-0.298,-0.086,-0.104,-0.836,-0.131,PRO
60855,651492.49,4765891.77,444.75,0.097,-0.585,0.121,1.232,0.359,-0.653,0.215,PRO
60855,651492.49,4765891.77,444.75,0.009,-1.313,-0.007,-0.311,0.073,-0.689,0.011,PRO
60855,651492.49,4765891.77,444.75,0.326,-0.906,0.054,0.526,0.04,-0.351,-0.15,PRO
60855,651492.49,4765891.77,444.75,0.066,-0.965,0.021,0.506,0.19,-0.689,0.047,PRO
60855,651492.49,4765891.77,444.75,0.188,-0.461,0.32,0.64,0.142,-0.717,-0.005,PRO
60855,651492.49,4765891.77,444.75,-0.125,-0.495,-0.321,0.033,-0.103,-0.877,-0.092,PRO
60855,651492.49,4765891.77,444.75,0.183,-0.414,0.523,0.47,0.194,-0.741,0.107,PRO
60855,651492.49,4765891.77,444.75,0.147,-0.897,0.145,0.419,0.176,-0.568,0.071,PRO
60855,651492.49,4765891.77,444.75,0.113,-0.341,-0.094,0.423,-0.046,-0.585,-0.072,PRO
60855,651492.49,4765891.77,444.75,0.032,-1.165,-0.261,-0.308,-0.172,-0.792,-0.345,PRO
60855,651492.49,4765891.77,444.75,0.06,-0.337,-0.029,0.239,-0.103,-0.831,-0.191,PRO
60855,651492.49,4765891.77,444.75,0.118,-0.536,0.146,-0.207,-0.116,-0.729,-0.153,PRO
60855,651492.49,4765891.77,444.75,0.031,-0.618,0.01,0.21,-0.033,-0.922,-0.187,PRO
60855,651492.49,4765891.77,444.75,0.105,-0.176,0.11,0.071,-0.177,-0.877,-0.262,PRO
60855,651492.49,4765891.77,444.75,-0.031,-1.193,-0.354,0.392,0.097,-0.698,-0.057,PRO
60855,651492.49,4765891.77,444.75,0.177,-0.854,-0.083,0.552,0.095,-0.436,-0.015,PRO
60855,651492.49,4765891.77,444.75,0.093,-0.402,0.174,0.532,0.054,-0.887,-0.105,PRO
60855,651492.49,4765891.77,444.75,-0.014,-0.843,-0.088,-0.081,-0.067,-0.904,-0.191,PRO
60855,651492.49,4765891.77,444.75,-0.077,-0.496,-0.311,0.396,0,-0.766,-0.01,PRO
60855,651492.49,4765891.77,444.75,0.256,-0.236,0.47,0.02,-0.094,-0.747,-0.188,PRO
60855,651492.49,4765891.77,444.75,0.158,-0.273,0.451,0.164,0.077,-0.701,0.085,PRO
60855,651492.49,4765891.77,444.75,0.024,-0.392,0.11,0.13,0.002,-0.823,-0.013,PRO
60855,651492.49,4765891.77,444.75,0.073,-1.178,-0.162,0.103,0.094,-0.465,0.049,PRO
60855,651492.49,4765891.77,444.75,-0.014,-0.919,-0.213,-0.368,-0.198,-0.882,-0.316,PRO
60855,651492.49,4765891.77,444.75,0.131,-0.374,-0.083,-0.211,-0.266,-0.647,-0.282,PRO
60855,651492.49,4765891.77,444.75,-0.147,-1.216,-0.36,0.295,0.113,-0.922,-0.051,PRO
60855,651492.49,4765891.77,444.75,0.092,-0.868,-0.252,0.482,-0.01,-0.654,-0.193,PRO
60855,651492.49,4765891.77,444.75,-0.029,-0.568,-0.202,0.674,-0.002,-1.025,-0.242,PRO
60855,651492.49,4765891.77,444.75,0.043,-0.624,-0.095,0.19,-0.058,-0.793,-0.165,PRO
60855,651492.49,4765891.77,444.75,-0.129,-0.945,-0.378,0.302,0.01,-0.962,-0.152,PRO
60855,651492.49,4765891.77,444.75,-0.023,-0.89,-0.246,0.668,0.132,-0.783,-0.035,PRO
60855,651492.49,4765891.77,444.75,0.002,-0.506,-0.063,0.416,0.04,-0.813,-0.035,PRO
60855,651492.49,4765891.77,444.75,0.147,-0.569,0.302,0.245,0.085,-0.718,0,PRO
60855,651492.49,4765891.77,444.75,0.043,-0.907,0.023,-0.245,-0.028,-0.718,-0.07,PRO
60855,651492.49,4765891.77,444.75,-0.178,-1.132,-0.539,0.596,0.065,-1.045,-0.197,PRO
60855,651492.49,4765891.77,444.75,0.163,-0.397,0.249,0.405,0.016,-0.792,-0.128,PRO
60855,651492.49,4765891.77,444.75,0.129,-0.734,-0.016,0.227,-0.053,-0.732,-0.221,PRO
60855,651492.49,4765891.77,444.75,-0.046,-0.875,-0.527,0.265,-0.145,-0.832,-0.327,PRO
60855,651492.49,4765891.77,444.75,-0.219,-0.818,-0.675,0.346,-0.041,-0.888,-0.108,PRO
60855,651492.49,4765891.77,444.75,0.162,-0.636,0.038,0.235,-0.037,-0.629,-0.148,PRO
60855,651492.49,4765891.77,444.75,0.122,-0.586,0.044,0.293,0,-0.676,-0.094,PRO
60855,651492.49,4765891.77,444.75,0.099,-0.124,0.637,0.077,0.059,-1.036,0,PRO
